"PlotIDn","Long_Dec","Lat_Dec","MAT","MAP","PrecipSeasonality","TempSeasonality","Elev_m","HFP","HII","PET","SubstrateAge_range","SubstrateAge_code"
166,-156.902916678906,21.141862640184,17.6044330596924,5184.23193359375,37.0196342468262,142.805328369141,1051.2490234375,28.9984130859375,18.6656093597412,1178.31628417969,1400000,1500000
167,-156.904525200004,21.1370058230144,17.2214317321777,5418.4287109375,38.0075378417969,143.274169921875,1056.06884765625,30.274227142334,19.5161514282227,1172.63220214844,1400000,1500000
168,-156.910959815449,21.1538469285018,19.5233135223389,4631.06982421875,35.564094543457,138.755508422852,590.881286621094,28.3884449005127,18.2589626312256,1191.24133300781,1400000,1500000
169,-156.906413699527,21.1464665903276,17.6044330596924,5184.23193359375,37.0196342468262,142.805328369141,1051.2490234375,28.9984130859375,18.6656093597412,1178.31628417969,1400000,1500000
170,-156.912148549033,21.1507729944598,19.7282810211182,4371.6806640625,35.3402214050293,137.006774902344,634.204345703125,30.302885055542,19.5352573394775,1198.32275390625,1400000,1500000
171,-156.906632198215,21.1357133639375,17.2214317321777,5418.4287109375,38.0075378417969,143.274169921875,1056.06884765625,30.274227142334,19.5161514282227,1172.63220214844,1400000,1500000
172,-156.906759013172,21.1266839152138,16.7445983886719,5616.62109375,38.4846496582031,143.437133789062,1075.2646484375,33.3269271850586,21.5512866973877,1169.109375,1400000,1500000
173,-158.223280555556,21.5472722222222,21.979549407959,2115.10546875,37.7297515869141,137.938568115234,344.751251220703,34,22,1352.27160644531,3305000,3e+06
174,-156.929944,21.116536,17.3692817687988,3756.80908203125,40.1180610656738,144.280288696289,1004.66595458984,28,18,1191.34558105469,1400000,1500000
175,-156.929944,21.119022,17.3692817687988,3756.80908203125,40.1180610656738,144.280288696289,1004.66595458984,28,18,1191.34558105469,1400000,1500000
176,-156.959069444444,21.1125694444444,19.8095397949219,1477.26440429688,44.358585357666,133.693878173828,623.972229003906,39.9163856506348,26.0225372314453,1249.15124511719,1400000,1500000
177,-156.339097222222,20.6202666666667,19.2870025634766,2157.75537109375,43.136058807373,134.503860473633,702.31005859375,34,22,1235.72900390625,4000,4000
178,-156.976552777778,20.8759166666667,20.6423664093018,4028.97729492188,40.4726295471191,132.051788330078,475.351257324219,26,17,1262.04235839844,1380000,1500000
179,-156.967322222222,20.8734472222222,20.5282878875732,3899.23168945312,40.6678848266602,132.102478027344,503.607513427734,26,17,1257.44958496094,1380000,1500000
180,-156.988458333333,20.8780555555556,20.5346755981445,3777.12158203125,40.7343559265137,132.174591064453,507.544830322266,26,17,1260.10144042969,1380000,1500000
181,-155.456834,19.332256,17.6010189056396,3490.28125,21.8717918395996,128.634963989258,1105.78967285156,15,10,1208.48413085938,1125,1125
182,-155.936438888889,19.7684166666667,20.4781265258789,1112.77600097656,23.9769382476807,136.820877075195,582.402465820312,28.3700466156006,18.2466983795166,1295.47912597656,2250,2250
183,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
184,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
185,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
186,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
187,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
188,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
189,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
190,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
191,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
192,-155.04493,19.70426,24.2998294830322,2857.5927734375,22.6723747253418,118.400634765625,30.4655475616455,56.0600090026855,36.0400047302246,1387,1125,1125
193,-155.704006,20.056842,16.193473815918,2380.5341796875,28.4581775665283,133.317810058594,1306.19885253906,43.1157188415527,27.7438125610352,1161.95190429688,190000,460000
194,-159.660227,22.130645,16.2106513977051,2226.53735351562,30.4761199951172,155.851287841797,1112.36401367188,34,22,1172.16857910156,4750000,5e+06
195,-159.689736111111,22.1414666666667,18.2473316192627,1705.11474609375,30.6029567718506,154.117141723633,808.135375976562,34,22,1261.21630859375,4750000,5e+06
196,-159.667991666667,22.1477722222222,17.7661514282227,2361.3681640625,26.7791156768799,154.612075805664,856.410766601562,34,22,1214.78735351562,4750000,5e+06
197,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
198,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
199,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
200,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
201,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
202,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
203,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
204,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
205,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
206,-154.94494,19.414264,23.0273513793945,3693.72338867188,22.1265640258789,114.23078918457,200.944900512695,34,22,1370.74609375,575,475
207,-155.85829,19.316406,20.0304698944092,818.512817382812,18.3304290771484,130.368087768555,708.638793945312,22.8674468994141,14.9116306304932,1301.74865722656,2250,2250
208,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
209,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
210,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
211,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
212,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
213,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
214,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
215,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
216,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
217,-154.952525,19.424302,22.3875865936279,3834.45703125,22.1515293121338,114.887664794922,295.891265869141,34,22,1349.28735351562,62,100
218,-159.412501,22.091171,21.3163166046143,1820.09460449219,25.8752555847168,142.820037841797,329.898895263672,28.0293464660645,18.0195636749268,1344.93859863281,2e+06,1500000
219,-156.290347,20.727622,13.5165948867798,2033.82897949219,34.8938751220703,123.100120544434,1818.38647460938,28,18,1099.07824707031,545000,460000
220,-155.283333333333,19.9166666666667,16.6786155700684,4232.56494140625,24.7253684997559,129.267044067383,1203.17834472656,15,10,1168.77087402344,182000,95000
221,-154.901906,19.482657,22.9320449829102,3707.17236328125,21.9177227020264,113.426361083984,191.734741210938,34,22,1368.19763183594,227,100
222,-156.597297222222,20.8582972222222,18.2821521759033,5540.35888671875,36.8529815673828,139.759536743164,788.511413574219,28,18,1202.01916503906,NA,NA
223,-159.574239,22.217716,23.2978801727295,2121.04614257812,24.9845066070557,143.351196289062,148.859664916992,34,22,1376.00817871094,4750000,5e+06
224,-156.253849,20.800458,14.7254447937012,5310.80419921875,29.2932357788086,131.394119262695,1516.74035644531,23.5070476531982,15.4269275665283,1132.66320800781,545000,460000
225,-154.869039,19.437316,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,575,475
226,-155.814841666667,19.11375,19.8433284759521,856.588928222656,19.0979957580566,124.259880065918,702.226684570312,21,14,1301.62243652344,2250,2250
227,-155.814727777778,19.1160972222222,19.8433284759521,856.588928222656,19.0979957580566,124.259880065918,702.226684570312,21,14,1301.62243652344,1125,1125
228,-155.385557,19.494317,13.9867897033691,4431.0537109375,21.5603275299072,120.300804138184,2040.61938476562,9.89616775512695,6.53770065307617,1048.44995117188,2250,2250
229,-157.779529,21.349632,20.8248767852783,1713.77502441406,41.3365592956543,138.19172668457,549.864135742188,57.4381904602051,36.9587936401367,1287.64318847656,2400000,3e+06
230,-159.683902777778,22.1267555555556,17.4261531829834,1550.14282226562,31.7734298706055,157.109466552734,921.582458496094,34,22,1231.03039550781,4750000,5e+06
231,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
232,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
233,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
234,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
235,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
236,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
237,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
238,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
239,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
240,-154.872306,19.440743,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
241,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
242,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
243,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
244,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
245,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
246,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
247,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
248,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
249,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
250,-154.868508,19.440783,24.1934623718262,2945.51318359375,21.9279155731201,111.684936523438,46.9217109680176,34,22,1395.88818359375,227,100
251,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
252,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
253,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
254,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
255,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
256,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
257,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
258,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
259,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
260,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
261,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
262,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
263,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
264,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
265,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
266,-154.884626,19.525996,23.7820129394531,3386.7314453125,21.6252403259277,113.024589538574,72.4106369018555,28,18,1389.39318847656,575,475
267,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
268,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
269,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
270,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
271,-154.905455,19.530393,23.6460113525391,3431.81713867188,21.6569404602051,113.75203704834,102.20516204834,28,18,1386.28881835938,177,100
272,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
273,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
274,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
275,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
276,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
277,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
278,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
279,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
280,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
281,-154.873548,19.52276,23.6717414855957,3451.88232421875,21.6951694488525,112.69376373291,90.2083435058594,28,18,1387.48303222656,300,475
282,-159.479912,22.186576,22.5291690826416,1842.71166992188,24.2578372955322,143.156600952148,214.923385620117,28,18,1360.60864257812,4750000,5e+06
283,-154.99774,19.54567,23.3840103149414,3554.2294921875,21.9240169525146,117.00666809082,159.506866455078,50.0786895751953,32.3857917785645,1375.4375,1033.5,475
284,-155.983333333333,19.7333333333333,21.3088665008545,794.871215820312,25.2795715332031,137.306915283203,509.67236328125,51.9371185302734,33.2914123535156,1318.32958984375,2250,2250
285,-158.100992,21.413189,19.3164672851562,2629.85913085938,40.088550567627,142.395690917969,778.003662109375,53,34,1275.3662109375,3010000,3e+06
286,-155.194924,19.905336,20.3345241546631,3957.74462890625,24.2627105712891,123.633193969727,591.85009765625,15,10,1270.98010253906,182000,95000
287,-159.626792,22.14813,16.2868690490723,2682.40087890625,26.700475692749,154.212295532227,1158.40759277344,28,18,1170.26049804688,4750000,5e+06
288,-157.929437,21.533393,19.2891139984131,2613.5517578125,40.3107414245605,140.964782714844,616.805236816406,47.5071105957031,30.7042675018311,1273.26538085938,2400000,3e+06
289,-155.257481,19.694877,17.7421703338623,4438.78173828125,23.6561546325684,129.349258422852,1060.38854980469,17,11,1198.93688964844,162,100
290,-155.329258,19.677957,15.5448656082153,4557.22607421875,23.6278038024902,128.266799926758,1520.29858398438,17,11,1119.42065429688,162,100
291,-155.465774,19.687161,13.9466342926025,3388.07177734375,22.5099983215332,121.212059020996,2005.82885742188,9.77722930908203,6.51815319061279,1052.60217285156,37500,20000
292,-155.237235,19.414151,17.23583984375,4310.7216796875,22.6628036499023,127.358726501465,1190.5673828125,21.0221538543701,13.6326971054077,1188.4365234375,1033.5,475
293,-155.237542,19.413278,17.23583984375,4310.7216796875,22.6628036499023,127.358726501465,1190.5673828125,21.0221538543701,13.6326971054077,1188.4365234375,1033.5,475
294,-156.546013,20.947536,21.4105091094971,7472.78369140625,32.5569610595703,129.247268676758,382.736206054688,37.8901672363281,24.6160278320312,1296.84826660156,1200000,1500000
295,-159.645938888889,22.061,19.8010845184326,1549.62194824219,29.1388034820557,145.80924987793,437.746185302734,31.3102779388428,20.2068519592285,1347.4228515625,3750000,3e+06
296,-158.016838,21.623398,22.4281978607178,1644.24536132812,39.3461074829102,137.469940185547,222.606887817383,43,28,1355.43322753906,2400000,3e+06
297,-158.18,21.5,20.3671188354492,1945.21923828125,40.7844924926758,138.585632324219,423.180633544922,52.8074340820312,33.8844604492188,1327.58154296875,NA,NA
298,-157.72,21.29,24.5017318725586,847.330932617188,43.9128913879395,135.012924194336,12.1471071243286,73.0368423461914,47.0230293273926,1371.48950195312,2400000,3e+06
299,-156.64,20.97,22.3627090454102,3412.1396484375,37.4410438537598,129.331802368164,281.58154296875,53.9072723388672,34.6939468383789,1332.35107421875,1200000,1500000
300,-157.85,21.4,20.7614116668701,1739.11462402344,41.6789474487305,136.397491455078,391.21240234375,60.5128631591797,39.0085754394531,1308.1767578125,2400000,3e+06
301,-155.3,19.85,14.9390735626221,4516.6806640625,24.2087841033936,125.533706665039,1595.16650390625,14,9,1106.54357910156,37500,20000
302,-155.34,19.44,16.4363288879395,4081.58959960938,22.8624362945557,128.844131469727,1359.46362304688,15,10,1155.57238769531,2250,2250
303,-155.19,19.79,19.0905723571777,4226.26611328125,23.8601779937744,125.287406921387,791.802368164062,28,18,1244.32250976562,37500,20000
304,-159.72,22.07,19.647891998291,1107.71765136719,32.170539855957,144.187194824219,577.293762207031,28,18,1343.35388183594,4750000,5e+06
305,-155.78,19.19,15.5144815444946,1090.71337890625,19.0922565460205,122.680068969727,1504.26574707031,18,12,1152.02233886719,2250,2250
306,-155.29,19.92,16.2325248718262,4254.3125,24.7634143829346,129.215728759766,1287.84411621094,15,10,1154.07861328125,8000,7500
307,-155.41,19.4,16.0698757171631,4046.09375,22.3388042449951,128.053405761719,1427.26000976562,9,6,1144.78210449219,1125,1125
308,-159.65,22.13,15.9864835739136,2712.10961914062,28.7811031341553,154.963790893555,1137.73010253906,34,22,1166.55822753906,4150000,5e+06
309,-155.48,19.33,16.6072406768799,3675.99291992188,21.6656646728516,128.499160766602,1289.29956054688,9,6,1172.37329101562,1125,1125
310,-155.55,19.26,15.9867601394653,3347.76586914062,20.8981876373291,125.823661804199,1421.73901367188,15,10,1156.80798339844,20500,20000
311,-155.5,19.31,15.8568696975708,3712.19384765625,21.3053684234619,126.375007629395,1457.59497070312,12.6803665161133,8.45357799530029,1145.61950683594,1125,1125
312,-155.21,19.86,18.4668655395508,4212.888671875,24.2045402526855,126.292778015137,886.232971191406,28,18,1222.36450195312,37500,20000
313,-155.5,19.37,14.1533174514771,3779.00512695312,20.4167041778564,119.731369018555,1951.72583007812,9,6,1064.41235351562,1125,1125
314,-157.95,21.5,20.680419921875,1551.810546875,40.9523849487305,137.246719360352,467.740478515625,48.5026168823242,31.3015689849854,1308.44665527344,2400000,3e+06
315,-155.89,19.69,14.0812788009644,1401.599609375,22.6060829162598,122.131240844727,1933.88806152344,18,12,1079.4677734375,4000,4000
316,-155.24,19.71,18.5509548187256,4330.12109375,23.680570602417,127.693519592285,908.794494628906,17,11,1225.49560546875,20500,20000
317,-155.26,19.94,19.1496696472168,3961.00830078125,24.624267578125,125.572380065918,762.737121582031,15,10,1240.56188964844,37500,20000
318,-155.23,19.91,19.0468406677246,4065.54370117188,24.4421520233154,125.371101379395,786.545471191406,15,10,1238.61853027344,182000,95000
319,-157.99,21.64,21.2598056793213,3407.95825195312,37.9209098815918,137.635513305664,342.698516845703,43,28,1322.17150878906,2400000,3e+06
320,-158.18,21.54,19.8555698394775,3575.71044921875,36.7434005737305,139.597305297852,544.100708007812,28,18,1296.39221191406,3305000,3e+06
321,-155.8,19.23,15.4319658279419,1059.00122070312,18.3954811096191,123.043022155762,1531.47985839844,20,13,1147.52075195312,2250,2250
322,-155.21,19.7,19.6238059997559,4228.86962890625,23.5179824829102,125.802978515625,735.108093261719,20.6303577423096,13.420238494873,1256.15051269531,4000,4000
323,-155.15,19.61,20.6437797546387,4175.15966796875,22.9610347747803,123.85417175293,580.774658203125,26,17,1287.09545898438,1125,1125
324,-155.8,19.2,16.2793426513672,1008.58892822266,18.6725902557373,125.380584716797,1335.02319335938,19.7150745391846,12.8575372695923,1179.466796875,91,100
325,-155.19,19.7,20.375020980835,4163.4716796875,23.4379138946533,124.908081054688,613.767395019531,23,15,1277.45043945312,162,100
326,-155.29,19.45,16.8754463195801,4092.67993164062,22.8755950927734,129.106002807617,1247.43347167969,17,11,1177.74072265625,475,475
327,-159.69,22.1,17.3279628753662,1804.85693359375,31.6476917266846,157.104721069336,937.983642578125,34,22,1227.19372558594,4750000,5e+06
328,-155.16,19.69,21.6230506896973,4040.529296875,23.2226657867432,123.22135925293,440.310638427734,34,22,1308.96911621094,8000,7500
329,-155.17,19.87,21.0667953491211,3942.74877929688,23.9921894073486,122.613403320312,477.378234863281,15.2231693267822,10.1373348236084,1288.6591796875,37500,20000
330,-155.19,19.66,20.0319347381592,4226.92138671875,23.2700538635254,125.286338806152,671.509643554688,14,9,1268.0078125,8000,7500
331,-155.22,19.74,18.5037307739258,4315.3544921875,23.783878326416,127.376419067383,917.253173828125,17,11,1224.34936523438,37500,20000
332,-155.34,19.68,15.3321580886841,4539.1708984375,23.4992752075195,127.429161071777,1567.58447265625,17,11,1110.5654296875,162,100
333,-155.31,19.89,14.8106918334961,4374.48583984375,24.3671207427979,125.11205291748,1609.00769042969,9,6,1102.35327148438,8000,7500
334,-155.86,19.73,15.4970550537109,2360.0732421875,21.530086517334,130.418579101562,1490.56640625,12.5721673965454,8.38144493103027,1141.33227539062,2250,2250
335,-155.17,19.72,20.779670715332,4111.71630859375,23.4766044616699,124.218040466309,547.570251464844,17,11,1286.41918945312,38000,40000
336,-155.45,19.36,16.3865203857422,3803.02954101562,22.0658912658691,128.50407409668,1368.01647949219,9,6,1160.19018554688,1125,1125
337,-159.68,22.06,17.9870548248291,1945.32385253906,31.2257785797119,155.512252807617,819.509887695312,34,22,1261.37463378906,4750000,5e+06
338,-158.06,21.56,22.4823036193848,851.97265625,41.3695068359375,137.257308959961,237.570846557617,71,46,1360.93774414062,NA,NA
339,-159.47,22.15,21.8581638336182,1800.79821777344,25.070255279541,143.24169921875,237.869033813477,28,18,1357.87634277344,NA,NA
340,-155.75,20.21,23.1186466217041,1909.197265625,28.5840396881104,129.696166992188,169.98176574707,28,18,1316.20129394531,380000,460000
341,-159.64,22.17,21.2665824890137,1555.47717285156,28.1482849121094,144.609664916992,233.954193115234,34,22,1380.78955078125,NA,NA
342,-158.11,21.45,21.2731781005859,1844.36120605469,40.5029182434082,138.059539794922,360.380493164062,48,31,1346.13098144531,NA,NA
343,-156.25,20.88,20.793493270874,5998.69091796875,28.1347103118896,127.16234588623,436.730651855469,28,18,1258.78515625,545000,460000
344,-157.83,21.36,21.5445976257324,1270.74462890625,42.3267517089844,135.818923950195,309.122802734375,65,42,1318.88122558594,2400000,3e+06
345,-156.57,20.98,21.3127136230469,7764.75927734375,32.5472564697266,129.003204345703,443.844970703125,28,18,1287.3115234375,1200000,1500000
346,-155.1,19.43,19.8554172515869,4051.09448242188,22.3960037231445,121.399887084961,686.228271484375,53,34,1275.55041503906,1033.5,475
347,-155.7,20.16,19.4623146057129,2256.16625976562,27.6535778045654,131.133911132812,692.563171386719,28,18,1244.40747070312,380000,460000
